BSC1st Year 2021-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Detail,,,,,Physics,,,,Mathematics,,,Chemistry,,,,Computer Science,,,,Psychology,,,Defence Studies,,,Statistics,,,Anthropology,,,Biochemistry,,,,Botany,,,,Zoology,,,,Geography,,,Geology,,,
2206376,I2110376,141,141,Failed,4,6,12,25,04,06,12,--,--,--,--,13,19,12,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206377,I2110377,194,194,Elig/SE,--,--,--,--,--,--,--,15,12,12,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,10,20,36,15,8,2,22,--,--,--,--,--,--,--,--,--,--,--
2206379,I2110379,153,153,Failed,11,11,6,31,05,14,08,--,--,--,--,9,16,14,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206380,I2110380,UF,UF,UFM,UFM,--,--,--,UFM,--,--,--,--,--,--,--,--,--,--,--,--,--,UFM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206381,I2110381,UF,UF,UFM,UFM,--,--,--,UFM,--,--,--,--,--,--,--,--,--,--,--,--,--,UFM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206382,I2110382,144,144,Failed,6,12,9,25,06,04,03,--,--,--,--,--,--,--,--,--,--,--,17,29,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206383,I2110383,179,179,Elig/SE,11,17,29,28,5,AA,AA,--,--,--,--,18,18,24,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206384,I2110384,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206385,I2110385,137,137,Failed,2,6,15,28,0,8,6,--,--,--,--,19,17,7,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206386,I2110386,95,95,Failed,0,1,9,29,4,0,0,--,--,--,--,10,6,8,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206387,I2110387,198,198,Elig/SE,--,--,--,--,--,--,--,25,13,6,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,8,7,30,6,15,16,33,--,--,--,--,--,--,--
2206388,I2110388,223,223,Passed,11,17,16,37,27,13,14,--,--,--,--,--,--,--,--,--,--,--,26,29,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206389,I2110389,128,128,Failed,7,10,4,27,0,0,8,--,--,--,--,15,18,11,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206390,I2110390,188,188,Passed,13,5,16,26,10,17,21,--,--,--,--,15,20,16,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206392,I2110392,186,186,Elig/SE,--,--,--,--,--,--,--,6,17,11,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,5,5,26,10,20,17,29,--,--,--,--,--,--,--
2206393,I2110393,198,198,Elig/SE,12,8,19,39,11,10,04,--,--,--,--,18,21,25,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206394,I2110394,216,216,Passed,16,18,12,33,19,12,20,24,18,16,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206395,I2110395,122,122,Failed,0,2,7,26,01,08,04,--,--,--,--,12,20,14,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206396,I2110396,166,166,Elig/SE,12,7,16,34,09,01,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,21,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206397,I2110397,205,205,Elig/SE,--,--,--,--,--,--,--,16,22,18,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,7,6,27,10,15,20,32,--,--,--,--,--,--,--
2206399,I2110399,266,266,Passed,21,16,27,30,37,25,26,26,19,13,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206400,I2110400,64,64,Failed,0,0,1,22,05,01,02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,01,05,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206401,I2110401,158,158,Elig/SE,13,7,16,30,07,08,06,--,--,--,--,10,21,12,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206402,I2110402,194,194,Failed,11,4,16,38,09,15,09,--,--,--,--,--,--,--,--,--,--,--,32,24,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206404,I2110404,249,249,Passed,21,20,13,37,26,19,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,25,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206405,I2110405,133,133,Failed,--,--,--,--,--,--,--,7,11,8,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,2,2,17,3,11,12,28,--,--,--,--,--,--,--
2206406,I2110406,184,184,Elig/SE,11,14,10,36,4,0,9,--,--,--,--,--,--,--,--,--,--,--,24,38,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206407,I2110407,184,184,Failed,11,7,11,29,16,5,22,--,--,--,--,--,--,--,--,--,--,--,24,24,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206408,I2110408,229,229,Elig/SE,22,13,26,28,13,6,23,--,--,--,--,20,19,28,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206409,I2110409,210,210,Elig/SE,17,19,15,32,08,17,09,--,--,--,--,--,--,--,--,--,--,--,30,28,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206410,I2110410,94,94,Failed,2,2,5,28,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,17,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206411,I2110411,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206413,I2110413,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2206415,I2110415,152,152,Failed,1,6,9,28,08,12,15,--,--,--,--,--,--,--,--,--,--,--,25,15,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206416,I2110416,172,172,Failed,7,8,13,32,18,1,0,--,--,--,--,13,23,26,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206417,I2110417,185,185,Elig/SE,14,14,9,29,10,17,07,--,--,--,--,17,20,17,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206418,I2110418,201,201,Elig/SE,24,17,9,34,10,09,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,28,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206419,I2110419,107,107,Failed,--,--,--,--,--,--,--,AA,AA,AA,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,30,AA,AA,AA,35,--,--,--,--,--,--,--
2206420,I2110420,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206421,I2110421,320,320,Passed,--,--,--,--,--,--,--,32,25,25,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,25,17,32,21,23,20,37,--,--,--,--,--,--,--
2206422,I2110422,164,164,Failed,7,4,8,28,09,12,25,--,--,--,--,10,15,17,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206423,I2110423,159,159,Failed,6,10,5,33,05,07,00,--,--,--,--,17,22,26,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206424,I2110424,151,151,Failed,16,7,4,29,04,10,06,--,--,--,--,11,18,18,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206425,I2110425,176,176,Elig/SE,15,14,7,35,06,07,03,--,--,--,--,--,--,--,--,--,--,--,33,21,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206426,I2110426,115,115,Failed,--,--,--,--,--,--,--,2,9,3,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,1,0,20,5,10,12,25,--,--,--,--,--,--,--
2206427,I2110427,140,140,Failed,6,10,8,25,02,08,01,18,21,9,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206428,I2110428,85,85,Failed,2,2,0,24,03,01,00,--,--,--,--,6,14,5,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206429,I2110429,140,140,Failed,12,4,4,25,02,12,00,--,--,--,--,15,20,18,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206430,I2110430,171,171,Failed,--,--,--,--,--,--,--,11,17,4,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,12,5,22,10,20,12,26,--,--,--,--,--,--,--
2206431,I2110431,181,181,Elig/SE,16,6,20,31,03,12,00,--,--,--,--,21,20,24,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206432,I2110432,242,242,Passed,18,17,22,34,11,18,26,23,24,15,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206433,I2110433,286,286,Passed,--,--,--,--,--,--,--,28,26,16,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,13,13,36,14,23,19,36,--,--,--,--,--,--,--
2206434,I2110434,164,164,Elig/SE,13,10,15,30,01,13,02,--,--,--,--,--,--,--,--,--,--,--,34,29,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206435,I2110435,99,99,Failed,0,1,4,24,02,03,00,--,--,--,--,13,16,7,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206436,I2110436,256,256,Passed,--,--,--,--,--,--,--,30,24,14,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,17,5,35,7,20,19,35,--,--,--,--,--,--,--
2206437,I2110437,270,270,Passed,--,--,--,--,--,--,--,25,17,15,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,17,22,28,18,20,17,34,--,--,--,--,--,--,--
2206438,I2110438,86,86,Failed,2,1,2,24,03,05,01,--,--,--,--,6,7,6,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206440,I2110440,191,191,Failed,--,--,--,--,--,--,--,4,10,8,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,21,16,34,--,--,--,--,6,8,15,29,--,--,--,--,--,--,--
2206441,I2110441,298,298,Passed,--,--,--,--,--,--,--,25,23,15,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,23,42,--,--,--,--,15,16,21,33,--,--,--,--,--,--,--
2206442,I2110442,163,163,Elig/SE,21,7,14,27,03,02,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,21,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206443,I2110443,254,254,Passed,--,--,--,--,--,--,--,14,19,12,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,17,20,29,11,18,19,35,--,--,--,--,--,--,--
2206444,I2110444,129,129,Failed,9,3,8,32,03,07,06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,20,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206445,I2110445,229,229,Passed,15,10,18,32,31,23,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,17,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206447,I2110447,83,83,Failed,2,5,4,21,05,01,00,--,--,--,--,4,11,2,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206448,I2110448,202,202,Elig/SE,19,16,8,34,07,13,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,25,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206449,I2110449,108,108,Failed,4,2,1,26,03,01,11,--,--,--,--,7,18,7,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206450,I2110450,212,212,Elig/SE,9,11,4,29,14,23,22,--,--,--,--,--,--,--,--,--,--,--,32,31,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206451,I2110451,167,167,Failed,13,5,13,27,11,09,17,25,6,15,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206452,I2110452,156,156,Failed,9,11,12,33,1,0,0,--,--,--,--,18,20,22,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206453,I2110453,189,189,Elig/SE,8,16,15,38,10,09,10,23,24,11,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206454,I2110454,216,216,Passed,19,8,18,25,18,8,36,--,--,--,--,13,18,21,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206455,I2110455,254,254,Passed,--,--,--,--,--,--,--,28,24,12,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,14,14,29,14,20,20,34,--,--,--,--,--,--,--
2206456,I2110456,206,206,Passed,11,9,19,32,13,15,18,--,--,--,--,15,23,23,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206457,I2110457,148,148,Failed,9,4,6,37,07,10,06,--,--,--,--,9,23,9,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206460,I2110460,108,108,Failed,2,0,0,23,01,14,01,--,--,--,--,--,--,--,--,--,--,--,20,23,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206461,I2110461,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206462,I2110462,199,199,Elig/SE,13,22,19,31,10,08,17,--,--,--,--,--,--,--,--,--,--,--,17,29,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206463,I2110463,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206464,I2110464,169,169,Passed,--,--,--,--,--,--,--,5,19,10,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,10,6,19,8,14,19,24,--,--,--,--,--,--,--
2206465,I2110465,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2206466,I2110466,199,199,Passed,13,11,11,35,18,7,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,22,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206467,I2110467,178,178,Elig/SE,16,5,13,29,17,15,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,27,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206468,I2110468,146,146,Failed,--,--,--,--,--,--,--,5,22,10,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,7,0,22,3,2,15,24,--,--,--,--,--,--,--
2206469,I2110469,108,108,Failed,4,3,2,24,1,0,2,--,--,--,--,11,18,13,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206470,I2110470,136,136,Failed,7,8,4,30,9,0,4,--,--,--,--,17,17,8,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206471,I2110471,231,231,Passed,9,11,18,33,20,32,19,--,--,--,--,16,16,25,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206472,I2110472,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206473,I2110473,171,171,Passed,10,11,13,23,10,09,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,18,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206474,I2110474,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206475,I2110475,297,297,Passed,21,22,19,33,31,27,38,--,--,--,--,23,23,30,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206476,I2110476,144,144,Failed,5,5,5,27,05,07,15,--,--,--,--,--,--,--,--,--,--,--,17,24,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206477,I2110477,149,149,Failed,3,6,7,28,07,11,02,--,--,--,--,12,19,26,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206478,I2110478,194,194,Elig/SE,13,16,7,27,05,14,24,--,--,--,--,--,--,--,--,--,--,--,27,28,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206479,I2110479,93,93,Failed,3,2,3,20,1,0,8,--,--,--,--,4,16,8,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206480,I2110480,164,164,Failed,8,11,8,26,09,13,10,21,18,11,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206481,I2110481,138,138,Failed,9,13,9,27,06,03,06,--,--,--,--,10,18,9,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206482,I2110482,139,139,Failed,9,22,3,29,06,08,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,06,10,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206483,I2110483,237,237,Passed,--,--,--,--,--,--,--,19,19,11,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,12,9,23,11,16,18,36,--,--,--,--,--,--,--
2206484,I2110484,222,222,Passed,15,19,22,28,15,22,25,--,--,--,--,19,12,17,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206485,I2110485,294,294,Passed,--,--,--,--,--,--,--,26,21,13,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,29,27,43,--,--,--,--,13,15,18,33,--,--,--,--,--,--,--
2206486,I2110486,94,94,Failed,1,0,AA,21,04,01,00,--,--,--,--,16,17,6,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206487,I2110487,209,209,Passed,16,19,13,38,14,21,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,20,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206488,I2110488,199,199,Passed,--,--,--,--,--,--,--,15,21,13,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,14,1,23,11,7,21,32,--,--,--,--,--,--,--
2206489,I2110489,134,134,Failed,--,--,--,--,--,--,--,2,11,9,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,7,2,13,5,6,18,20,--,--,--,--,--,--,--
2206490,I2110490,206,206,Passed,10,11,16,19,21,19,33,--,--,--,--,19,18,11,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206491,I2110491,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206492,I2110492,216,216,Elig/SE,17,8,15,34,15,15,14,--,--,--,--,20,20,27,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206493,I2110493,247,247,Passed,14,14,19,32,22,25,21,--,--,--,--,20,20,30,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206494,I2110494,257,257,Passed,--,--,--,--,--,--,--,16,17,11,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,18,21,35,22,17,16,40,--,--,--,--,--,--,--
2206496,I2110496,239,239,Passed,--,--,--,--,--,--,--,12,20,14,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,14,11,37,15,11,20,36,--,--,--,--,--,--,--
2206497,I2110497,175,175,Passed,--,--,--,--,--,--,--,9,10,15,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,13,3,23,9,8,18,25,--,--,--,--,--,--,--
2206498,I2110498,162,162,Elig/SE,5,12,18,19,05,12,09,--,--,--,--,12,18,21,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206499,I2110499,183,183,Elig/SE,15,13,9,25,12,13,14,22,23,11,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206500,I2110500,135,135,Failed,--,--,--,--,--,--,--,0,2,3,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,1,7,27,--,--,--,--,4,5,14,21,--,--,--,--,--,--,--
2206501,I2110501,134,134,Failed,4,9,9,26,04,08,01,--,--,--,--,13,14,16,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206502,I2110502,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206503,I2110503,193,193,Elig/SE,14,18,9,40,09,21,05,16,22,15,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206504,I2110504,151,151,Elig/SE,10,11,20,36,1,0,0,--,--,--,--,7,18,18,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206505,I2110505,148,148,Failed,6,6,13,30,03,14,06,--,--,--,--,9,17,16,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206506,I2110506,112,112,Failed,7,3,7,21,04,02,00,--,--,--,--,--,--,--,--,--,--,--,17,22,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206507,I2110507,215,215,Passed,13,22,14,26,31,11,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,21,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206508,I2110508,90,90,Failed,3,7,0,17,5,0,0,2,22,7,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206510,I2110510,150,150,Failed,7,14,2,24,13,8,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,20,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2206511,I2110511,180,180,Elig/SE,12,7,19,29,11,10,02,--,--,--,--,19,22,18,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
